field,input,output
고용복지,실업급여 부정수급요건 및 제재내용,"고용보험법 제61조, 같은 법 시행령 제81조, 동업 시행규칙 제105조에 의거 거짓이나 그 밖의 부정한 방법으로 실업급여를 받았거나 받으려고 한 경우, 실업급여를 지급하지 아니합니다.

실업급여는 수급자격자가 실업한 상태에서 적극적으로 구직활동을 하는 경우에 지급합니다. 그러나 취업사실이나 근로소득을 허위신고 하거나 이직사유 및 임금 등을 허위 기재하는 등의 부정한 방법으로 실업급여를 받았거나 받으려고 하는 경우에는 부정수급이 됩니다.

부정수급을 한 경우에는 실업급여와 취업촉진수당을 지급하지 아니하고, 부정행위와 관련하여 받은 급여액(부정수급액)을 반환하여야 하며, 부정수급액에 해당되는 금액을 추가로 납부하여야 합니다.

거짓이나 그 밖에 부정한 방법이 사업주의 허위신고, 보고 또는 증명으로 인한 것인 때에는 그 사업주도 해당 실업급여를 받은 자와 연대하여 책임을 지게 됩니다.

* 부정수급과 관련하여 부정행위에 대한 조사를 착수하기 전에 자진신고를 하는 경우에는 추가징수를 면제 받을 수 있습니다."
고용복지,질병으로 인하여 이직한 경우 실업급여 해당이 되는가,"질병으로 이직한 경우에는 질병으로 인해 부여된 업무를 수행하는 것이 불가능하거 나 곤란하게 되어 병가신청 등 이직회피 노력을 하였음에도 불구하고, 부득이하게 이직하였음이 객관적으로 인정(의사의 소견서 및 사업주 의견 등)되는 경우는 실업급여를 지급 받을 수 있습 니다.

다만 질병으로 인한 퇴사의 경우 바로 취업할 수 있는 상태가 없는 상태로 판단되는 경우수급기간 연기신청을 하여야 합니다"
고용복지,실업급여 수급자가 자비로 학원 수강 시 구직활동으로 인정되는가,"실업급여 수급자의 구직희망 직종과 관련이 있으며 출결관리 및 교육시간 확인이 가능한 훈련과정이라고 직업안정기관의 장이 인정하는 경우 해당 실업인정기간(통상28일) 중 교육시간이 월 30시간 미만이면 구직활동 1회, 월 30시간 이상이면 구직활동 2회로 인정됩니다.
- 대학교 평생교육원에서 학위취득과정을 이수하는 경우는 불인정하고, 재취업에 필요한 자격증 취득과정을 수강할 경우에는 증빙서류(수강증명서, 출석부사본등) 확인을 통해 인정합니다."
고용복지,임신이나 출산으로 이직 시 실업급여 지급해야하는가,"임신·출산으로 이직한 경우에는 휴직한 후 다시 복직하는 것이 일반적임으로 이는 자발적 이직으로 보아 실업급여 지급
대상에 해당되지 않으나, 휴직을 신청하였음에도 휴직대상에 해당되지 않거나 사업장에서 이를 허용하지 않는 등 불가피한
사정에
의해 어쩔 수 없이 이직하였음이 객관적으로 인정되면 실업급여를 지급 받을 수 있습니다. 다만 임신·출산으로 인해 휴직이 필요하여 바로 취업할 수 없는 상태로 판단 되는 경우 수급기간 연기신청을 하여야 합니다."
고용복지,일용직 근로자도 고용보험을 적용해야하는가,"일용근로자란 1개월 미만 고용되는 사람을 말하며, 당연히 고용보험 적용 대상입니다. 따라서, 임금 계산이나 지급이 일 단위로 이루어진다 하더라도 근로계약기간이 1개월 이상인 경우에는 일용근로자가 아니라 상용근로자입니다.
일용근로자는 일한 일수에 대하여 사업주가 근로복지공단에 일용근로 확인 신고서를 제출하면 고용보험 취득 상실 신고를 한 것으로 갈음하고 있으며, 사업주가 신고하지 않을 경우 근로자가 근로복지공단에 피보험자격 확인청구를 할 수 있습니다."
고용복지,종전 사업장의 근무기간을 고용보험 피보험기간에 합산하는가,고용보험법 제50조제4항에 따라 이전 사업장에서 피보험자격을 취득하였던 자가 그 사업장에서 이직한후 실업급여를 수급하지 아니하고 3년이내에 다른 사업장에서 피 보험자격을 다시 취득한 경우에는 이전 사업장에서의 고용보험피보험기간이 합산됨
고용복지,교육비 환급 신청방법,"사업주가 고용노동부로부터 훈련비를 지원받지 위해서는 해당 훈련과정이 고용노동부장관으로부터 인정을 받아야 합니다. 사업주가 직접 실시할 경우에는 사업주가 인정을 받아야 하며, 전문훈련기관에 위탁하여 실시할 경우에는 훈련기관에서 인정을 받아야 합니다. 훈련과정을 모두 수료한 이후 훈련비 부담에 관한 증빙서류와 함께 지원금 신청서를 관할 산업인력공단에 제출하시면 됩니다. 신청서 및 교육과정에 대한 안내는 인터넷 www.hrd.go.kr로 확인하시면 됩니다."
고용복지,사업주 직업능력 개발훈련 시 지원,"사업주가 소속근로자, 채용예정자, 구직자 등의 직무능력향상을 위하여 직업훈련을 실시한 경우, 이에 소용되는 비용의 일부를 지원하고 있습니다.
지원절차는 아래와 같습니다.

훈련과정인정신청→훈련실시신고 및 훈련실시→훈련수료보고(훈련종료일부터 14일 이내)→비용신청(훈련수료 후 30일 이내)

제출서류는 비용지원신청서, 수료자명부, 비용증빙서류 등입니다.
기타 자세한 사항은 사업장관할 한국산업인력공단 지역본부·지사에 문의하시기 바랍니다."
고용복지,비정규직 근로자도 고용보험 가입 대상인가,"근로자는 고용보험법 제10조 및 같은 법 시행령 제3조에 규정한 적용제외 근로자가 아닌 경우에는 그 고용형태와 관련없이 고용보험 적용 대상입니다. 따라서, 임시직, 계약직, 일용직, 시간제, 파견근로자, 촉탁직, 인턴 사원 등 명칭 여하를 불문하고 고용보험 가입 대상이 될 수 있습니다."
고용복지,지정된 실업 인정일에 꼭 출석해야하는가,"실업급여는 원칙적으로 1주~4주의 범위내에서 정해진 실업인정일에 고용센터
에 출석하여 실업상태에서 적극적인 재취업활동을 한 사실을 신고하여「실업인정」을
받은 경우에만 지급됩니다.

그러나 취업 또는 구인자와의 면접이나 부득이 한 사유로 출석할 수 없을 때에는
실업인정일의 전일까지 변경을 신청하거나 그 해당 사유가 없어진 날부터 14일 이내
에 출석하여 「실업인정일 」을 변경하여 실업인정을 받을 수 있습니다. 기타 자세한
문의는 관할 고용센터로 문의하시기 바랍니다."
고용복지,고용유지조치 시행 전 해고 예고한 경우 지원금 신청이 가능한가,"고용보험법 시행령 제19조제1항에 따라 고용유지조치기간 및 이후 1개월동안 고용조정으로 피보험자를 이직시키지 않은 경우에 지원금 지급이 가능함. 고용유지조치 시행 전에 해고예고한 경우 퇴직일이 사전에 확정된 것이므로 비록 해고일이 고용유지조치기간에 포함된다 하더라도 고용유지조치기간에 이직한 경우라고 보기는 어려움. 다만, 해고예고된 자는 고용보험법 시행령 제19조제1항에 따라 지원 대상 근로자에서 제외되므로 해고예고된 자는 제외하고 지원금 신청이 가능함"
고용복지,훈련교사 자격기준 및 자격증취득 신청절차,"직업능력개발훈련교사 자격기준은 국민평생직업능력개발법 시행령 제28조제2항 및 별표2와 같은 법 시행규칙 제15조 및 고용노동부 고시 제2023-13호를 참고하시기 바랍니다.
※ 고용노동부 홈페이지(www.moel.go.kr/정보공개/법령정보/훈령·예규·고시)에 들어가서 직업능력개발훈련교사 자격기준 검색

직업능력개발훈련교사 자격증을 발급받고자 하는 사람은 직업능력개발훈련교사 자격증 발급신청서에 ①주민등록초본(주민등록증, 자동차운전면허증, 여권, 국민건강보험증 등) ②최종학교 졸업증명서(해당자에 한함) ③경력증명서(해당자에 한함) ④자격증 사본(해당자에 한함) ⑤각 훈련과정의 이수증 사본(해당자에 한함) ⑥최근 6월이내 쵤영한 증명판 사진(2.5cm×3cm) ⑦수입인지 등을 첨부하여 가까운 고용센터에 방문 제출하시거나, 인터넷 신청(www.hrd.go.kr)가능하며 이 경우 수수료는 없습니다.
※ 국민평생직업능력개발법 시행규칙 제16조 참조"
고용복지,신용불량자 실업급여 수급방법,"실업급여는 수급자격자의 본인계좌로 지급받아야 하므로 계좌가 압류된 경우는 지급이 되더라도 출금이 되지 않음.

이에 신용불량 등으로 계좌가 압류된 경우라도 우리은행 또는 농협은행(단위농협 포함)에서 ‘실업급여 지킴이 통장’을발급받은 경우 실업급여 지급액이 압류되지 않고 안심하고 찾으실 수 있음."
고용복지,산재보험료 소급여부,"산재보험은 업무상 재해를 당한 근로자를 효과적으로 보호하고 사업주간 공동
위험부담의 원리하에 과중한 보상비용을 분산시켜 원활한 사업운영이 가능하도록
돕는데 취지를 둔 사회보험입니다.

산재보험 가입여부를 사업주의 자의에 맡길 경우 많은 사업주가 산재보험 가입
을 회피하여 산재보험이 소기의 목적을 달성하기 어렵게 되므로 산재보험법에서는
일정한 요건에 해당하는 경우 사업주의 의사에 불구하고 그 시점부터 당연히 산재
보험관계가 성립합니다.

「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률」제41조 제1항에
서는 보 험료를 징수할 권리는 3년간 행사하지 아니하면 시효로 인하여 소멸하는
것으로 규정하고 있으며, 같은법 제43조에서는 확정보험료의 소멸시효는 다음 보험
연도의 첫날부터 진행하는 것으로 규정하고 있습니다.

위의 소멸시효제도는 근로복지공단에서 보험료징수법에 따른 보험료 기타 징수
금을 징수할 수 있는 기간을 정한 것으로서, 만일 보험료 납부의무가 발생한 연도
의 다음 보험연도의 첫 날부터 3년이 경과한 상태일 경우에는 소멸시효의 완성으
로 보험료를 징수할 수 없음을 알려드립니다."
고용복지,고용유지 지원금 중 휴직지원의 기산점은?,"고용유지조치중 휴직의 경우에는 1개월이상 휴직을 부여하도록 되어 있는 바, 고용유
지지원금은 신고된 계획에 따라 실시한 고용유지조치에 대해서만 지원하므로 1개월 산
정의 기준시점은 고용유지조치계획서 제출일 이후 실제 부여한 휴직일부터 기산함."
고용복지,직업능력개발 훈련시설 지정을 받고자 하는데 방법은?,"직업능력개발훈련시설의 지정을 받고자 하는 경우에는 국민평생 직업능력 개발법
제28조 및 동법 시행령 제24조에서 규정하고 있는 인력,시설, 장비 등 요건을 갖추
었음을 증명하는 서류를 첨부하여 당해 훈련시설의 소재지를 관할하는 지방고용노동관
서(고용센터)의 장에게 제출하여야 합니다.(구비서류는 지방고용노동관서 담당자
의 안내를 받으시기 바랍니다)

지정직업훈련시설은 훈련기관으로서 훈련환경 및 보건위생상 적합한 장소에 설립
되어야 하고 시설의 연면적이 180제곱미터 이상, 주된 강의실 또는 실습실이 60제
곱미터 이상이어야 하며 시설을 임차시에는 임차기간이 1년 이상이어야 합니다."
고용복지,고용 유지 조치 시 반드시 피보험자를 대상으로 하는가,"고용보험 가입사업장은 고용안정사업의 각종 지원금, 장려금을 지급받을 수 있으며 고
용보험법시행령 제21조 규정에 의하여 당해 사업장에서 고용하는 피보험자에 대하여
고용유지 조치를 취하는 경우 지원토록 하였으므로 피보험자가 아닌자에 대한 고용유
지조치는 지원금 지급대상이 아닙니다."
고용복지,대표이사의 고용보험 적용 여부,"고용보험 피보험자가 될 수 있는 자는 근로기준법상 근로자이어야 합니다. 따라서 당해사업에 고용된 근로자에 한하여 고용보험 피보험자 자격 취득이 가능한 바, 법인의 대표이사는 근로기준법상 근로자에 해당하지 아니하므로 고용보험 취득대상이 아니며, 실업급여 지급 대상자가 될 수 없습니다."
고용복지,고용유지조치 계획 시 노동조합과의 협의에 대한 해석,"휴업, 근로시간단축, 휴직 등 고용유지 조치는 근로조건의 변화를 가져다 주는 것이므로 반드시 근로자 대표와 협의하도록 하고 있음

근로자 대표의 협의시에는 반드시 합의에 이를 필요는 없으나, 정상적인 협의 절차(취업규칙 작성시 노동조합 또는 근로자의 의견을 청취하는 방법에 준함)가 아닌 일방적인 계획통보 및 사전통보의 경우에는 협의를 하였다고 인정할 수 없음"
고용복지,종교인도 고용보험에 가입하여야 하는가,"고용보험은 당연적용 사업장에 종사하는 모든 근로자에 대하여 적용하고 있으며 여기서 근로자란 근로기준법상의 근로자를 의미합니다.  근로기준법상의 근로자란 ""직업의 종류에 관계없이 사업 또는 사업장에서 임금을 목적으로 근로를 제공하는 자""로서 목사, 신부, 수녀 등과 같이 순수종교인이 종교활동을 목적으로 종사하는 경우에는 근로기준법상 근로자라고 보기 어려우므로 고용보험법 적용이 되지 않습니다."
고용복지,국가기간 전략사업의 훈련직종,"국가기간·전략산업직종훈련은 국가경제의 기간이 되는 산업, 정보통신산업, 자동차산업 등 국가전략산업 및 그밖에 산업현장의 인력수요 증대에 따라 인력양성이 필요한 직종에 대해 실시하는 훈련을 말합니다.

-훈련직종은 '24년의 경우, 기계분야(18), 건설(11), 전기·전자(12), 정보통신(13), 재료(3), 화학？바이오(2), 문화·예술·디자인·방송(5), 환경·에너지·안전(9), 이용·숙박·여행·오락？스포츠(1), 인쇄·목재·가구·공예(4), 경영·회계·사무(3), 농림·수산(2), 섬유·의복(2), 교육·자연·사회과학(1) 분야로 총 86개 직종이 있습니다.

*구체적 훈련직종에 대해서는 정보공개-법령정보-훈령·예규·고시-국민내일배움카드 운영규정(고용노동부고시 제2023-52호)-국가기간·전략산업직종(별표1)에서 확인하실 수 있습니다."
근로기준,퇴직금 및 평균임금 산정 공식,"1. 근로자퇴직급여보장법 제8조제1항의 규정에 의거 사용자는 계속근로기간 1년에 대하여 30일분 이상의 평균임금을 퇴직금으로 퇴직하는 근로자에게 지급할 수 있는 제도를 설정하여야 하며, 이때 계속근로년수라 함은 근로계약을 체결하여 고용된 날부터 퇴직할 때까지의 전체 기간을 말합니다.
2. 퇴직금 산정의 기준이 되는 평균임금은 근로기준법 제2조의 규정에 따라 이를 산정하여야 할 사유가 발생한 날 이전 3개월 동안에 그 근로자에 대하여 지급된 임금총액을 그 기간의 총일수로 나눈 금액을 말하며, 이러한 방법으로 산출된 평균임금액이 그 근로자의 통상임금보다 적으면 그 통상임금액을 평균임금으로 하여야 합니다.
※ 평균임금
= [산정사유발생일 이전 3개월간의 임금총액] / [위 3개월간의 역일수(총 날짜수)]
※ 퇴직금 = 평균임금 × 30일분 × 계속근로일수 / 365]"
근로기준,법정 근로시간,"상시근로자 5인 이상인 사업장의 경우, 근로기준법 제50조에서 1주간의 근로시간은 휴게시간을 제외하고 40시간을 초과할 수 없고, 1일의 근로시간은 휴게시간을 제외하고 8시간을 초과할 수 없다고 규정하고 있습니다.
그리고, 동법 제53조에서, 당사자간에 합의하면 1주간에 12시간을 한도로 근로시간을 연장할 수 있습니다.

동법 제54조에서, 사용자는 근로시간이 4시간인 경우에는 30분 이상, 8시간인 경우에는 1시간 이상의 휴게시간을 근로시간 도중에 주어야 한다고 규정하고 있으며, 휴게시간은 근로자가 자유롭게 이용할 수 있습니다."
근로기준,부당해고 구제절차,"근로기준법 제23조제1항에서 사용자는 근로자에게 정당한 이유없이 해고, 휴직, 정직, 전직, 감봉, 그 밖의 징벌을 하지 못한다고 규정하고 있습니다.

그리고, 동법 제28조에서 사용자가 근로자에게 부당해고등을 하면 근로자는 부당해고등이 있었던 날부터 3개월 이내에 노동위원회에 부당해고등의구제신청을 할 수 있습니다.

단, 상기 규정은 상시근로자 5인 이상인 사업장에 적용되며, 노동위원회에 대한 부당해고등 구제신청과 별도로 민사소송인 해"
근로기준,연차유급휴가 부여방법,"근로기준법 제60조에 따른 연차유급휴가는 일 단위로 부여하는 것이 원칙이라 할 것이나, 노사 당사자간의 합의로 정한 바에 따라 시간 단위 또는 반일 단위로 부여하더라도 근로기준법에 위반된다고 보기는 어려울 것으로 사료됩니다."
근로기준,해고예고수당 적용여부,"근로기준법 제26조에서 사용자는 근로자를 해고(경영상 해고를 포함)하려면 적어도 30일 전에 예고를 하여야 하고, 30일 전에 예고를 하지 아니하였을 때에는 30일분 이상의 통상임금을 지급하여야 합니다.

다만, 근로자가 계속 근로한 기간이 3개월 미만인 경우, 천재·사변, 그 밖의 부득이한 사유로 사업을 계속하는 것이 불가능한 경우, 근로자가 고의로 사업에 막대한 지장을 초래하거나 재산상 손해를 끼친 경우로서 고용노동부령으로 정하는 사유에 해당하는 경우에는 그러하지 않습니다.

따라서, 사용자가 30일 전에 예고 없이 해고한 경우에는 해고예고수당을 지급하여야 하며, 미지급 시에는 사업장 소재지 관할 지방고용노동관서에 진정 등 신고를 통해 권리구제를 받으시기 바랍니다."
근로기준,진정·고소 제기 이후에도 체불임금을 지급받지 못한 경우 권리구제 절차,"우선, 퇴직 근로자는 퇴직일까지 6개월 이상 가동한 사업장에서 임금 등을 지급받지 못하고 ①퇴직 다음날부터 2년 이내 소송을 제기하여 확정판결을 받거나, ②퇴직 다음날부터 1년 이내 진정 등을 제기하여 지방노동관서로부터 체불확인서를 발급받아 확정판결일로부터 1년 이내에(체불확인서의 경우 최초 발급일로부터 6개월 이내) 판결문(또는 체불확인서) 등을 첨부하여 근로복지공단에 간이대지급금 지급을 청구하면 최종 3개월분 임금(또는 휴업수당, 출산전후휴가기간 중 급여) 및 최종 3년간의 퇴직급여 중 체불액을 최대 1,000만원까지 지급받을 수 있습니다.

재직 근로자(소송, 진정 등 제기 당시 근로계약을 유지(일용근로자 제외), 3개월간 통상시급이 최저임금 110% 미만)의 경우에는 소송 또는 진정 등 제기일 이전 마지막 체불 발생일까지 6개월 이상 가동한 사업장에서 임금 등을 지급받지 못하고 ①마지막 체불일의 다음 날부터 2년 이내 소송을 제기하여 확정판결을 받거나, ②마지막 체불일의 다음 날부터 1년 이내 진정 등을 제기하여 체불확인서를 발급받아 확정판결일로부터 1년 이내(체불확인서의 경우 최초 발급일부터 6개월 이내) 판결문(또는 체불확인서) 등을 첨부하여 근로복지공단에 간이대지급금 지급을 청구하면 최종 3개월분 임금(또는 휴업수당, 출산전후휴가기간 중 급여) 중 체불액을 최대 700만원까지 지급받을 수 있습니다."
근로기준,재직 근로자의 임금체불 구제절차,"근로기준법 제43조에 따라, 임금은 매월 1회 이상 일정한 날짜를 정하여 통화로 직접 근로자에게 그 전액을 지급하여야 합니다. 사용자가 재직 근로자에게 임금을 지급치 아니한 경우에는 사업장 관할 지방고용노동관서에 진정 등 신고를 통하여 권리구제를 받으시기 바랍니다.

또한, 임금을 지급받지 못한 근로자가 사업주를 상대로 민사소송 절차를 통해 임금채권을 확보할 수 있도록 대한법률구조공단에서는 무료법률구조지원사업을 실시하고 있으며, 이 경우 임금체불 신고사건을 담당한 근로감독관으로부터 체불임금등사업주확인서를 발급받아 대한법률구조공단(지사)을 방문하시면 동 공단 변호사로부터 무료로 민사소송을 지원받을 수 있습니다(상담전화 : 국번없이 132번)

다만, 현행 기준상 지원대상은 임금 및 퇴직금 체불 당시 최종 3월분의 월평균 임금이 400만원 미만인 자로 제한하고 있습니다.

참고로, 근로복지공단에서는 사업주의 임금체불로 인해 일시적인 생계곤란을 겪고 있는 가동 중인 임금체불사업장(휴업포함)의 재직 근로자에게 1,000만원 한도내에서 생계비를 융자하고 있으니, 궁금하신 사항은 1588-0075로 문의하시기 바랍니다."
근로기준,퇴직금 중간정산 후 1년 미만 기간에 대한 퇴직금 지급여부,"근로자퇴직급여보장법 제8조제1항에 따라, 사용자는 계속근로년수 1년에 대하여 30일분이상의 평균임금을 퇴직금으로서 퇴직하는 근로자에게 지급할 수 있는 제도를 설정하여야 하며, 이때 계속근로년수라 함은 근로계약을 체결하여 고용된 날부터 해지될 때까지의 기간을 말합니다.

동법 제8조 및 동법 시행령 제3조에 따라 퇴직금 중간정산을 실시하여 중간정산 이후의 계속근로기간이 1년 미만이라 하더라도, 사용자는 동기간에 대한 퇴직금을 산정하여 근로자의 퇴직일로부터 14일 이내에 지급하여야 합니다."
근로기준,임금 및 퇴직금 소멸시효 기산일,"임금의 경우

사용자는 근로자가 사망 또는 퇴직한 경우에는 「근로기준법」 제36조의 규정에 따라 그 지급사유가 발생한 때부터 14일 이내에 임금, 보상금, 그 밖에 일체의 금품을 지급하여야 하며, 특별한 사정이 있을 경우에는 당사자 사이의 합의에 의하여 기일을 연장할 수 있습니다.

임금채권의 소멸시효는 임금 정기지급일이 기산일이 되며, 같은 법 제49조에 의하여 3년간 행사하지 않으면 시효로 인하여 소멸합니다.


퇴직금의 경우

사용자는 근로자가 퇴직한 경우에는 「근로자퇴직급여 보장법」 제9조의 규정에 따라그 지급사유가 발생한 날부터 14일이내에 퇴직금을 지급하여야 하며, 특별한 사정이 있는 경우에는 당사자 간의 합의에 의하여 지급기일을 연장할 수 있습니다.

퇴직금채권의 소멸시효는 퇴직한 날의 다음날(퇴직의 효력이 발생한 날)부터 기산되며, 같은 법 제10조의 규정에 의하여 3년간 행사하지 아니하는 때에는 시효로 인하여 소멸합니다."
근로기준,상여금 지급기준,"상여금에 대하여는 근로기준법에 별도로 정한바가 없으므로, 귀하가 상여금을 지급받을 수 있는 지에 대하여는 당해 회사의 단체협약, 취업규칙, 관행 등을 종합적으로 검토하여 판단하여야 할 것임."
근로기준,"식대, 교통비의 평균임금 포함 여부","평균임금이란 이를 산정하여야 할 사유가 발생한 날 이전 3개월 동안에 그 근로자에게 지급된 임금의 총액을 그 기간의 총일수로 나눈 금액을 의미합니다(「근로기준법」 제2조 제1항 제6호).

-평균임금 산정의 기초가 되는 임금총액에는 사용자가 근로의 대상으로 근로자에게 지급하는 일체의 금품으로서, 근로자에게 계속적·정기적으로 지급되고 그 지급에 관하여 단체협약, 취업규칙 등에 의하여 사용자에게 지급의무가 지워져 있으면, 그 명칭 여하를 불문하고 모두 포함됩니다.
소정근로시간에 근무한 근로자에 대하여 식비 교통비를 계속적·정기적으로 지급하기로 취업규칙이나 단체협약 등으로 정하였다면 달리 볼 사정이 없는 한 근로에 대한 대가인 임금에 해당될 것으로 사료됩니다.

-또한, 해당 식비 교통비를 소정근로를 제공한 모든 근로자에게 실제 근무일수에 따라 정기적으로 지급한다면 통상임금에도 해당될 것입니다."
근로기준,"수습, 실습기간이 퇴직금 계산 기간에 포함되는가","실습생의 지위에 있을지라도 회사와 실습생 사이에 맺어진 채용내용, 작업의 성질과 내용 및 보수의 유무 등을 종합적으로 고려하여 그 근로관계가 사용종속성이 인정되는 경우에는 근로기준법의 규정에 의한 근로자에 해당되어 동기간도 계속 근로년수에 포함됩니다.
또한, 정식채용 후에 근로자의 직업능력의 양성·교육 및 직무 오리엔테이션을 목적으로 설정되는 기간인 수습기간도 계속 근로년수에 포함됩니다."
근로기준,퇴직월의 임금에 대한 평균임금 산정방법,"실습생의 지위에 있을지라도 회사와 실습생 사이에 맺어진 채용내용, 작업의 성질과 내용 및 보수의 유무 등을 종합적으로 고려하여 그 근로관계가 사용종속성이 인정되는 경우에는 근로기준법의 규정에 의한 근로자에 해당되어 동기간도 계속 근로년수에 포함됩니다. - 또한 정식채용 후에 근로자의 직업능력의 양성·교육 및 직무 오리엔테이션을 목적으로 설정되는 기간인 수습기간도 계속 근로년수에 포함됩니다."
근로기준,근로계약 반복체결 시 계속근로 인정여부,"퇴직금제도는 근로계약의 형태 및 고용계약기간의 반복여부와 상관없이 계속 근로년수가 1년 이상이 되는 경우 계속 근로년수 1년에 대하여 30일분 이상의 평균임금을 퇴직금으로 지급하여야 하며, 다만 4주간을 평균하여 1주간의 소정근로시간이 15시간 미만인 근로자에 대해서는 퇴직금이 발생되지 않습니다."
근로기준,진정서 처리기간,"근로감독관집무규정에 의거 진정은 접수한 날로부터 25일이나, 부득이한 사유가 있을 경우 상기 처리기간의 범위내에서 1회에 한하여 연장가능

고소 ·고발·범죄인지사건은 접수 또는 범죄인지일로부터 2월임"
근로기준,퇴직금 중간정산 기준,"○ 「근로자퇴직급여 보장법」은 원칙적으로 퇴직금 중간정산을 금지하고 있으며, 동법 시행령 제3조(퇴직금의 중간정산 사유)에 해당되는 경우에 한해서만 가능하도록 규정하고 있습니다.

※ 근로자퇴직급여 보장법 시행령 제3조(퇴직금의 중간정산 사유)
1. 무주택자인 근로자가 본인 명의로 주택을 구입하는 경우
2. 무주택자인 근로자가 주거를 목적으로 「민법」 제303조에 따른 전세금 또는 「주택임대차보호법」 제3조의2에 따른 보증금을 부담하는 경우. 이 경우 근로자가 하나의 사업 또는 사업장(이하 ""사업""이라 한다)에 근로하는 동안 1회로 한정한다.
3. 근로자, 근로자의 배우자 또는 「소득세법」 제50조제1항에 따른 근로자 또는 근로자의 배우자와 생계를 같이하는 부양가족이 질병 또는 부상으로 6개월 이상 요양을 하는 경우
4. 퇴직금 중간정산을 신청하는 날부터 역산하여 5년 이내에 근로자가 「채무자 회생 및 파산에 관한 법률」에 따라 파산선고를 받은 경우
5. 퇴직금 중간정산을 신청하는 날부터 역산하여 5년 이내에 근로자가 「채무자 회생 및 파산에 관한 법률」에 따라 개인회생절차개시 결정을 받은 경우
6. 「고용보험법 시행령」 제28조제1항제1호부터 제3호까지의 규정에 따른 임금피크제를 실시하여 임금이 줄어드는 경우
7. 그 밖에 천재지변 등으로 피해를 입는 등 고용노동부장관이 정하여 고시하는 사유와 요건에 해당하는 경우

- 위의 시행령 제3조제1항 각호의 명시된 사항에 대해서만 중간정산이 가능하며, 실시횟수나 단위기간에 대한 구체적인 시행기준은 관련 규정에 의거 당사자 또는 노사간 합의하에 별도 마련하여 시행하는 것이 바람직함을 알려드립니다."
근로기준,상여금의 통상임금 포함 여부,"어떠한 임금이 통상임금에 속하는지 여부는 그 임금이 소정근로의 대가로서 근로자에게 지급되는 금품으로서 정기적·일률적·고정적으로 지급되는 것인지를 기준으로 개관적인 성질에 따라 판단하여야 합니다.
- 정기상여금이 매월 지급되지 않고 1개월을 초과하는 기간( 2 개월, 3 개월, 6개월, 1 년 등 ) 으로 지급되더라도 정기적으로 지급되면 정기성을 갖춘 것이므로 통상임금이 될 수 있을 것입니다."
근로기준,근로계약서 작성요령,"근로계약서에는 임금의 구성항목, 지급방법, 계산방법과 소정근로시간, 휴일, 휴가 등 주요 근로조건은 반드시 명시해야 하며, 작성에 어려움이 있는 경우 고용노동부에서 제공하는 ""표준근로계약서""를 활용할 수 있음(고용노동부 누리집 게재)"
근로기준,연·월차 유급휴가미사용수당 청구권의 기산일 및 시효,"근로기준법제60조에 의거 '사용자는 1년간 80펴센트 이상 출근한 근로자에게 15일의 유급휴가를 부여하여야 하며, 계속하여 근로한 기간이 1년미만 근로자 또는 1년간 80퍼센트 미만 출근한 근로자에게 1개월 개근 시 1일의 유급휴가를 주어야 함. 또한, 사용자는 3년 이상 계속하여 근로한 근로자에는 최초 1년을 초과하는 계속 근로년수 매2년에 대하여 1일을 가산한 유급휴가를 주어야 하며 그 한도는 25일임'

근로기준법60조에 의해 발생한 연차유급휴가를 1년간 사용하지 않은 근로자의 경우 연차유급휴가미사용수당 청구권은 연차유급휴가사용청구권이 소멸된 다음날에 발생하며, 연차유급휴가미사용수당 청구권의 소멸시효는 연차유급휴가사용청구권이 소멸한 다음날로부터 3년임"
근로기준,퇴직의 효력발생일,"퇴직에 관해서는 근로기준법에서 별도로 규정하고 있지 않으므로 민법이 적용되고, 기간의 약정이 없는 경우 근로자는 자유로이 근로계약을 해지할 수 있는 것이나
그 해지의 효력발생일은 사용자의 승낙이 있어야 발생하므로 근로자가 해지(퇴직)의 의사표시를 행한 경우 사용자가 이를 수리한 날이 됨.

다만 당사자 간에 계약종료시기에 관한 특약(단체협약, 취업규칙, 근로계약 등)이 있다면 그 시기에 계약해지의 효력이 발생할 것임."
근로기준,사업장 부도발생시 해고예고수당 적용여부,"천재사변에 준하는 정도의 돌발적이고 불가항력적인 경우로 예측이 불가능한 사업장 부도로 인한 폐업의 경우에는 근로기준법 제26조제2호 사유(천재·사변, 그 밖의 부득이한 사유로 사업을 계속하는 것이 불가능한 경우)에 해당되어 해고예고수당 지급의무는 없다 할 것임."
근로기준,병가 기간에도 임금을 받을 수 있는가,"1. 근로기준법 제2조제5호의 규정에 의거 임금이라 함은 사용자가 「근로의 대상」으
로 근로자에게 임금, 봉급, 기타 어떠한 명칭으로든지 지급하는 일체의 금품을 말합
니다.

- 즉, 임금은 사용자로부터 노무제공에 따른 반대급부로 지급 받는 것입니다

2. 따라서 근로자의 개인적인 사유에 의하여 휴직한 기간(병가기간)에 대하여는 근로
의 제공이 없었던 것이므로 사용자의 임금지급의무는 발생되지 아니 합니다.

- 다만, 노사관계자간에 단체협약, 취업규칙 등으로 근로를 제공하지 아니한 병가기
간에 대하여도 임금상당액의 금품을 지급하기로 정하였다면 그에 따라야 할 것입니다"
